customer_age,account_age_days,transaction_amount,velocity_1h,velocity_24h,distance_from_home_km,failed_attempts,device_age_days,merchant_risk,night,international,new_device,actual_fraud,fraud_probability,prediction_050,prediction_cost_threshold,is_fraud,prediction,predicted_probability
41.5,728.0,77.85,1,5,12.12,1,105.0,0.3094,0,0,0,0,0.0653900013634362,0,1,0,1,0.0653900013634362
35.7,483.0,165.39,1,5,11.48,2,378.0,0.1288,0,0,0,0,0.2765906214908638,0,1,0,1,0.2765906214908638
35.4,518.0,17.02,6,10,76.0,1,805.0,0.0373,0,0,0,0,0.2983123849077394,0,1,0,1,0.2983123849077394
33.0,520.0,55.27,2,5,27.51,0,249.0,0.2841,0,0,1,0,0.1378089141472649,0,1,0,1,0.1378089141472649
43.7,1350.0,126.71,2,7,41.28,0,617.0,0.4731,1,0,0,0,0.0915016218751386,0,1,0,1,0.0915016218751386
45.6,259.0,31.76,5,8,45.9,1,160.0,0.3048,0,0,0,0,0.4072283995009485,0,1,0,1,0.4072283995009485
35.7,634.0,142.04,3,5,14.99,2,188.0,0.1896,1,0,0,0,0.4625671008691599,0,1,0,1,0.4625671008691599
25.1,803.0,63.09,1,4,4.8,0,532.0,0.1792,0,1,1,0,0.2653475037956023,0,1,0,1,0.2653475037956023
41.6,610.0,297.86,3,7,3.82,0,418.0,0.2656,0,0,0,0,0.1099798021852475,0,1,0,1,0.1099798021852475
49.0,537.0,82.73,2,6,38.02,2,586.0,0.0986,1,0,0,0,0.4245492816924071,0,1,0,1,0.4245492816924071
37.4,1287.0,179.01,2,5,29.64,2,476.0,0.4058,0,0,0,0,0.4885363922352103,0,1,0,1,0.4885363922352103
50.0,1367.0,79.8,6,11,8.32,0,444.0,0.3167,0,0,0,0,0.0724381612423733,0,1,0,1,0.0724381612423733
27.6,881.0,50.02,2,7,22.45,0,207.0,0.0509,0,1,1,0,0.1205272731441582,0,1,0,1,0.1205272731441582
44.2,1047.0,66.02,4,6,0.22,0,523.0,0.2181,1,1,0,0,0.0630061980624048,0,1,0,1,0.0630061980624048
27.9,666.0,125.88,4,7,3.65,0,124.0,0.3856,0,0,0,0,0.0604083683253217,0,1,0,1,0.0604083683253217
40.5,689.0,58.67,4,11,19.23,0,647.0,0.2531,0,0,1,0,0.0746825579739368,0,1,0,1,0.0746825579739368
35.7,593.0,10.0,3,7,16.23,1,263.0,0.421,1,0,0,0,0.125672272280824,0,1,0,1,0.125672272280824
19.3,416.0,22.33,2,8,21.87,0,379.0,0.3715,0,0,0,0,0.0652047725982065,0,1,0,1,0.0652047725982065
32.1,362.0,186.9,2,9,2.06,1,331.0,0.1404,0,1,0,0,0.1155050330248372,0,1,0,1,0.1155050330248372
26.2,1597.0,96.99,1,6,28.79,2,162.0,0.1686,0,0,1,0,0.2375178326196139,0,1,0,1,0.2375178326196139
40.2,1335.0,155.19,2,4,0.88,1,561.0,0.1633,1,0,0,0,0.1106285688717451,0,1,0,1,0.1106285688717451
30.7,345.0,117.77,4,6,0.21,1,369.0,0.2519,0,0,0,0,0.3946469383740053,0,1,0,1,0.3946469383740053
32.7,1163.0,12.82,4,9,1.01,1,196.0,0.1388,1,0,0,0,0.0642566458242294,0,1,0,1,0.0642566458242294
45.3,760.0,213.82,3,6,59.97,0,133.0,0.2697,0,0,0,0,0.0688088664263074,0,1,0,1,0.0688088664263074
32.5,1520.0,98.29,2,4,7.43,1,443.0,0.2716,0,0,0,0,0.1778782988734045,0,1,0,1,0.1778782988734045
33.3,235.0,110.23,2,7,32.78,0,237.0,0.1248,0,0,1,0,0.0582752805835875,0,1,0,1,0.0582752805835875
32.9,818.0,184.4,2,4,50.71,1,476.0,0.1004,0,1,0,0,0.115407940712059,0,1,0,1,0.115407940712059
34.4,1199.0,99.57,3,5,27.24,1,368.0,0.2703,0,0,0,0,0.2885464349517489,0,1,0,1,0.2885464349517489
40.0,749.0,14.43,2,8,16.04,1,349.0,0.2712,0,0,0,0,0.12898526917273,0,1,0,1,0.12898526917273
27.1,1139.0,66.22,7,9,27.44,0,830.0,0.2005,0,0,0,0,0.0839031377998073,0,1,0,1,0.0839031377998073
18.7,422.0,66.29,4,9,23.78,1,982.0,0.0966,0,0,0,0,0.1022437133426716,0,1,0,1,0.1022437133426716
37.0,2023.0,48.35,3,9,0.69,1,733.0,0.1757,0,0,1,0,0.0768392467660767,0,1,0,1,0.0768392467660767
27.9,561.0,134.32,5,6,20.79,0,588.0,0.2393,0,0,0,0,0.0812992942724359,0,1,0,1,0.0812992942724359
37.8,748.0,115.04,1,5,23.14,1,182.0,0.3055,0,0,0,0,0.0503903499828454,0,1,0,1,0.0503903499828454
27.5,382.0,656.17,0,9,4.09,0,224.0,0.1733,0,0,0,0,0.1020772867575725,0,1,0,1,0.1020772867575725
30.5,501.0,504.93,2,5,15.97,1,250.0,0.0516,0,0,0,0,0.0715150550910329,0,1,0,1,0.0715150550910329
48.2,754.0,193.33,2,4,31.06,1,377.0,0.3829,0,0,0,0,0.1420180187041686,0,1,0,1,0.1420180187041686
31.0,823.0,84.37,3,6,9.05,1,365.0,0.3742,0,0,0,0,0.1759302132878712,0,1,0,1,0.1759302132878712
18.0,1063.0,25.78,4,12,31.9,1,330.0,0.2791,0,0,0,0,0.4720052450022643,0,1,0,1,0.4720052450022643
27.7,695.0,246.92,1,3,0.53,1,277.0,0.2319,0,0,1,0,0.081583670502625,0,1,0,1,0.081583670502625
41.1,551.0,121.15,1,7,9.5,0,429.0,0.6019,0,0,0,0,0.0697918878732133,0,1,0,1,0.0697918878732133
33.2,1737.0,12.97,3,3,7.82,1,392.0,0.2502,0,0,0,0,0.0752980042198141,0,1,0,1,0.0752980042198141
40.2,615.0,184.86,0,8,5.36,2,391.0,0.1144,0,0,0,0,0.107580618962712,0,1,0,1,0.107580618962712
31.4,814.0,197.52,3,10,0.34,0,531.0,0.128,0,0,0,0,0.0596781230369165,0,1,0,1,0.0596781230369165
31.2,170.0,118.92,3,5,25.3,0,552.0,0.2409,0,0,1,0,0.0926425626326084,0,1,0,1,0.0926425626326084
49.0,567.0,30.68,2,5,5.97,2,446.0,0.0848,0,0,1,0,0.2990148645920262,0,1,0,1,0.2990148645920262
18.0,2298.0,45.96,5,6,5.29,1,43.0,0.1798,0,0,0,0,0.0672550301488064,0,1,0,1,0.0672550301488064
45.6,596.0,178.23,2,5,5.75,2,210.0,0.0709,0,0,0,0,0.2659378176208032,0,1,0,1,0.2659378176208032
48.1,520.0,60.9,6,7,1.89,0,523.0,0.4463,1,0,0,0,0.0667967371247814,0,1,0,1,0.0667967371247814
35.7,684.0,74.74,3,5,2.64,1,347.0,0.1633,0,0,0,0,0.0784786679384872,0,1,0,1,0.0784786679384872
43.6,1600.0,4.87,2,5,21.61,1,638.0,0.1771,0,0,0,0,0.0750066401550465,0,1,0,1,0.0750066401550465
39.9,845.0,43.87,3,5,26.43,1,349.0,0.0486,0,1,0,0,0.1668318883646834,0,1,0,1,0.1668318883646834
36.2,1016.0,60.92,3,5,13.54,1,256.0,0.1953,0,0,0,0,0.0597338953408585,0,1,0,1,0.0597338953408585
55.6,1366.0,1177.96,1,3,22.3,0,538.0,0.6091,0,0,0,0,0.0568377570794594,0,1,0,1,0.0568377570794594
58.8,718.0,360.03,4,10,5.18,0,305.0,0.354,0,1,0,0,0.1736609523945873,0,1,0,1,0.1736609523945873
31.4,793.0,68.32,7,7,40.99,0,534.0,0.3204,0,0,0,0,0.2355883015844005,0,1,0,1,0.2355883015844005
31.7,562.0,78.61,3,6,66.78,0,123.0,0.3064,0,0,0,0,0.0819039867706321,0,1,0,1,0.0819039867706321
48.2,1353.0,93.4,1,4,1.07,1,434.0,0.1107,1,0,1,0,0.0670282995163563,0,1,0,1,0.0670282995163563
18.0,556.0,102.22,1,8,10.83,0,233.0,0.2545,0,0,1,0,0.0641744112433825,0,1,0,1,0.0641744112433825
53.5,2262.0,29.62,1,4,13.04,0,219.0,0.1863,0,1,1,0,0.0614361517441142,0,1,0,1,0.0614361517441142
31.3,1343.0,215.81,3,6,45.45,0,499.0,0.2236,1,1,0,0,0.0911327775791305,0,1,0,1,0.0911327775791305
53.6,200.0,490.09,1,5,4.26,1,539.0,0.115,0,0,0,0,0.1118564897459538,0,1,0,1,0.1118564897459538
33.0,905.0,73.52,3,6,6.87,1,355.0,0.0649,0,0,0,0,0.0825300186807112,0,1,0,1,0.0825300186807112
18.0,1685.0,41.48,3,3,32.06,2,716.0,0.2942,0,1,1,0,0.0628938197344422,0,1,0,1,0.0628938197344422
36.9,986.0,54.06,4,10,48.78,0,293.0,0.1596,0,1,0,0,0.0604444189762558,0,1,0,1,0.0604444189762558
26.1,1130.0,380.38,4,5,16.34,1,192.0,0.1799,0,0,0,0,0.1082668915235324,0,1,0,1,0.1082668915235324
30.8,900.0,57.78,2,6,43.77,1,370.0,0.2542,0,1,1,0,0.5248246737096771,1,1,0,1,0.5248246737096771
32.8,567.0,65.03,1,6,36.24,1,606.0,0.0749,0,1,1,0,0.0594815513114152,0,1,0,1,0.0594815513114152
25.1,957.0,176.6,3,7,4.35,1,336.0,0.1539,0,0,0,0,0.2444462173830344,0,1,0,1,0.2444462173830344
30.9,840.0,106.33,1,4,16.52,1,181.0,0.5027,0,1,0,0,0.1133751803858969,0,1,0,1,0.1133751803858969
46.4,1269.0,91.63,3,8,32.2,0,673.0,0.4496,0,0,0,0,0.0508807700425404,0,1,0,1,0.0508807700425404
26.5,478.0,37.6,3,5,16.85,1,215.0,0.314,1,0,1,0,0.1752770102533373,0,1,0,1,0.1752770102533373
18.0,1073.0,119.65,4,7,0.46,0,278.0,0.1163,0,1,0,0,0.066228779234807,0,1,0,1,0.066228779234807
29.6,533.0,152.61,4,9,34.67,0,353.0,0.1281,0,0,1,0,0.2033014403315649,0,1,0,1,0.2033014403315649
31.2,686.0,972.24,2,4,0.72,1,616.0,0.0924,0,1,0,0,0.2152127257022789,0,1,0,1,0.2152127257022789
29.1,1562.0,80.85,2,5,21.23,1,503.0,0.1617,0,1,0,0,0.0976073298693167,0,1,0,1,0.0976073298693167
24.5,667.0,172.98,4,7,6.86,0,489.0,0.1662,0,0,0,0,0.0579326628535271,0,1,0,1,0.0579326628535271
41.9,683.0,33.09,1,5,45.34,0,598.0,0.2687,0,0,0,0,0.0730242693271778,0,1,0,1,0.0730242693271778
42.1,761.0,104.62,3,5,23.25,0,530.0,0.4282,0,0,0,0,0.0702988860957531,0,1,0,1,0.0702988860957531
33.7,837.0,253.93,3,6,24.06,0,323.0,0.1601,0,1,0,0,0.0694713548152136,0,1,0,1,0.0694713548152136
46.9,1394.0,27.88,2,5,8.72,2,326.0,0.2638,1,0,0,0,0.2690408053723713,0,1,0,1,0.2690408053723713
24.9,965.0,113.84,2,8,10.4,0,144.0,0.282,0,0,0,0,0.0740925069047449,0,1,0,1,0.0740925069047449
44.3,847.0,115.9,3,6,9.87,1,320.0,0.0625,0,0,0,0,0.0781520091408811,0,1,0,1,0.0781520091408811
47.9,642.0,123.04,2,4,45.92,1,465.0,0.1152,0,0,0,0,0.0729649890513524,0,1,0,1,0.0729649890513524
34.7,976.0,120.32,3,8,9.21,0,437.0,0.2084,0,1,0,0,0.1059965497619684,0,1,0,1,0.1059965497619684
40.2,626.0,148.07,4,9,22.6,0,345.0,0.1897,0,1,0,0,0.1102531444497963,0,1,0,1,0.1102531444497963
19.5,322.0,422.62,1,4,2.42,2,260.0,0.2394,0,1,0,0,0.0870933124059827,0,1,0,1,0.0870933124059827
33.3,452.0,65.63,1,7,16.09,1,509.0,0.3408,0,1,0,0,0.113650023071115,0,1,0,1,0.113650023071115
42.7,1338.0,37.92,2,6,13.81,1,260.0,0.2772,0,0,0,0,0.0621312910106039,0,1,0,1,0.0621312910106039
34.2,578.0,350.73,4,9,12.69,0,281.0,0.1057,0,0,0,0,0.1106911954495047,0,1,0,1,0.1106911954495047
36.4,1046.0,42.67,2,6,20.95,0,93.0,0.3145,0,1,0,0,0.0594212534551147,0,1,0,1,0.0594212534551147
40.9,1347.0,27.14,3,5,3.0,1,452.0,0.0854,0,1,0,0,0.1776463539301963,0,1,0,1,0.1776463539301963
32.4,529.0,219.12,1,6,13.04,0,549.0,0.5491,0,1,0,0,0.0735811993699488,0,1,0,1,0.0735811993699488
35.2,1045.0,106.24,2,6,6.72,1,340.0,0.3646,1,0,0,0,0.0892366521951353,0,1,0,1,0.0892366521951353
18.0,673.0,51.93,2,5,60.76,1,296.0,0.1718,0,0,1,0,0.0757479351342875,0,1,0,1,0.0757479351342875
